[["B01003_001E","B00001_001E","B19301_001E","B19013_001E","B01002_001E","B25001_001E","B00002_001E","state","county","tract"],
["4302","258","19832","31458","29.2","1944","112","11","001","007502"],
["2427","186","13510","30313","30.2","1040","85","11","001","007503"],
["2379","143","15039","19519","31.6","1334","81","11","001","007504"],
["3820","227","23212","40681","46.0","2251","119","11","001","007601"],
["4122","161","33117","49458","45.8","2314","97","11","001","007603"],
["3501","243","31346","51074","46.6","2004","136","11","001","007604"],
["3640","223","23083","41773","41.4","1853","128","11","001","007605"],
["5690","233","19524","32220","29.4","2449","110","11","001","007703"],
["3829","273","22216","46680","34.3","1655","120","11","001","007707"],
["2821","174","18288","29063","33.3","1318","81","11","001","007708"],
["1698","104","24643","28490","39.0","1168","62","11","001","007709"],
["2945","192","20398","25577","39.7","1628","111","11","001","007803"],
["3020","212","18282","26833","35.3","1334","84","11","001","007804"],
["2341","156","22437","42390","38.1","1092","78","11","001","007806"],
["2108","162","15953","26989","36.3","937","67","11","001","007807"],
["3989","225","14158","24375","23.2","1525","90","11","001","007808"],
["2627","165","17523","21332","36.8","1351","85","11","001","007809"],
["3953","216","25689","31765","33.2","1767","117","11","001","007901"],
["1457","122","34584","43000","46.5","889","76","11","001","007903"],
["2672","201","51797","94931","34.7","1371","100","11","001","008001"],
["3601","274","51739","96385","34.6","1640","134","11","001","008002"],
["3314","254","67696","128523","30.7","1510","122","11","001","008100"],
["2767","249","79951","85484","30.8","1599","131","11","001","008200"],
["2543","178","69361","121058","31.4","1196","89","11","001","008301"],
["2233","214","62322","96823","32.3","1037","91","11","001","008302"],
["2183","181","38046","64261","34.5","1249","96","11","001","008402"],
["1423","117","40647","104710","35.4","641","48","11","001","008410"],
["2046","179","29634","54750","33.8","957","84","11","001","008701"],
["1611","123","28441","51650","35.9","878","58","11","001","008702"],
["4388","334","25412","41746","37.7","2040","159","11","001","008802"],
["2030","181","12541","27344","22.4","653","48","11","001","008803"],
["3056","151","17627","26615","41.3","1557","86","11","001","008804"],
["2578","155","18973","30020","34.2","1485","81","11","001","008903"],
["3354","214","19298","27601","43.6","1902","125","11","001","008904"],
["2793","188","37899","32287","49.1","1721","132","11","001","009000"],
["4827","335","16754","31544","35.4","1841","130","11","001","009102"],
["1560","162","22671","41902","25.8","617","52","11","001","009201"],
["3039","153","29489","46159","26.3","1373","83","11","001","009203"],
["2798","174","18050","31290","39.5","1446","96","11","001","009204"],
["3009","231","41729","75833","41.5","1216","81","11","001","009301"],
["1090","118","34414","65700","42.5","537","47","11","001","009302"],
["3991","279","39601","69639","44.8","1870","136","11","001","009400"],
["6243","517","17670","40528","22.1","2057","115","11","001","009501"],
["2775","235","37109","77451","46.5","1255","95","11","001","009503"],
["2996","241","26756","52095","44.5","1392","101","11","001","009504"],
["2533","165","32089","66591","48.5","1202","82","11","001","009505"],
["1724","123","29653","52981","46.4","667","52","11","001","009507"],
["3258","204","29242","51525","40.3","1573","107","11","001","009508"],
["3140","202","34003","66341","44.9","1298","96","11","001","009509"],
["2874","126","16262","45000","17.7","877","52","11","001","009601"],
["2792","148","15357","25307","28.8","1588","90","11","001","009602"],
["3027","185","27474","41898","40.3","1741","112","11","001","009603"],
["2050","161","24987","43588","47.8","1022","85","11","001","009604"],
["2454","155","18457","30821","33.3","1159","70","11","001","009700"],
["1588","108","13518","28900","25.4","786","64","11","001","009801"],
["1288","90","11910","24464","25.5","790","56","11","001","009802"],
["2352","151","16746","26471","31.9","1436","95","11","001","009803"],
["2879","161","21166","50156","27.2","1068","78","11","001","009804"],
["3414","202","21482","38500","39.4","1685","99","11","001","009807"],
["2303","96","12732","26515","26.0","1212","45","11","001","009810"],
["3859","145","13033","25750","25.9","1973","78","11","001","009811"],
["2069","193","45888","80036","52.7","1107","99","11","001","009901"],
["2788","172","29053","52379","45.7","1289","85","11","001","009902"],
["1373","99","28119","54667","41.1","803","51","11","001","009903"],
["1717","102","18468","37931","34.5","1075","64","11","001","009904"],
["2544","169","20937","36185","36.1","1366","91","11","001","009905"],
["1516","105","20647","40085","41.2","823","58","11","001","009906"],
["2596","159","15973","24459","28.9","1222","78","11","001","009907"],
["2455","169","61413","56771","32.7","1997","131","11","001","010100"],
["2616","199","65676","76414","40.2","1944","137","11","001","010200"],
["3538","274","31748","55910","38.1","1302","87","11","001","010300"],
["3995","272","17639","29873","35.7","1864","108","11","001","010400"],
["4003","230","50540","59583","36.1","2588","135","11","001","010500"],
["3901","265","38677","76680","32.4","1671","132","11","001","010600"],
["2100","198","59212","59522","27.4","1458","120","11","001","010700"],
["6431","704","6794","13672","20.0","1184","95","11","001","010800"],
["3169","219","15977","29667","24.1","1422","97","11","001","010900"],
["3793","208","56934","74500","49.8","3022","151","11","001","011000"],
["4655","376","30639","60268","45.3","1872","149","11","001","011100"]]
