[["B01003_001E","B00001_001E","B19301_001E","B19013_001E","B01002_001E","B25001_001E","B00002_001E","state","county","tract"],
["2780","203","15411","17159","28.2","1365","100","11","001","007504"],
["4182","244","25917","35438","43.3","2362","140","11","001","007601"],
["3950","161","37890","48847","46.6","2428","93","11","001","007603"],
["3766","279","32246","53462","42.1","2006","157","11","001","007604"],
["3609","280","22948","34761","40.8","1870","149","11","001","007605"],
["5267","207","16309","25588","31.6","2430","97","11","001","007703"],
["4423","296","20301","49012","32.5","1828","144","11","001","007707"],
["3070","190","16794","28438","35.4","1328","83","11","001","007708"],
["2165","231","20962","33372","40.9","1160","118","11","001","007709"],
["3473","223","22943","38074","41.8","1746","114","11","001","007803"],
["3214","228","19639","39732","41.3","1375","85","11","001","007804"],
["2080","236","20595","29638","37.7","1084","123","11","001","007806"],
["2314","271","24328","38289","35.5","979","117","11","001","007807"],
["4289","204","20546","35718","28.6","1639","100","11","001","007808"],
["2805","217","23366","39508","35.3","1362","98","11","001","007809"],
["3951","301","28348","43854","35.8","1807","152","11","001","007901"],
["1825","252","30401","50188","35.3","910","135","11","001","007903"],
["3184","272","61145","121776","35.2","1418","125","11","001","008001"],
["3546","333","61679","110208","35.8","1645","157","11","001","008002"],
["3212","311","72554","129340","34.1","1468","146","11","001","008100"],
["2929","348","76192","102339","30.1","1525","149","11","001","008200"],
["2383","233","70556","143787","32.7","1095","110","11","001","008301"],
["2409","383","62769","120417","34.3","1026","163","11","001","008302"],
["2133","183","53971","78375","38.7","1169","107","11","001","008402"],
["1355","189","49107","107266","32.7","642","90","11","001","008410"],
["2311","286","44057","73611","36.2","1082","132","11","001","008701"],
["1930","230","33891","48977","36.6","850","112","11","001","008702"],
["4598","367","32758","59000","37.5","2033","170","11","001","008802"],
["2148","296","13641","20313","24.9","662","79","11","001","008803"],
["2442","181","23092","39766","37.6","1419","100","11","001","008804"],
["3465","206","21998","37167","32.8","1699","111","11","001","008903"],
["3046","213","21182","27031","41.2","1914","142","11","001","008904"],
["3049","233","36229","34157","50.1","1858","154","11","001","009000"],
["5288","364","23132","45517","28.9","2109","165","11","001","009102"],
["2261","290","35477","52734","32.3","861","102","11","001","009201"],
["2612","197","38175","80250","35.1","1304","92","11","001","009203"],
["2785","190","18613","21801","37.4","1456","109","11","001","009204"],
["3204","237","39313","77636","40.0","1231","97","11","001","009301"],
["1053","157","38878","62063","38.4","548","74","11","001","009302"],
["4850","351","36298","84726","42.1","1839","156","11","001","009400"],
["7088","686","15095","42115","23.3","1961","139","11","001","009501"],
["3347","266","38464","87167","42.3","1297","112","11","001","009503"],
["3315","266","35007","71678","49.0","1432","113","11","001","009504"],
["2701","174","35238","57472","50.6","1243","84","11","001","009505"],
["1631","184","29913","60170","42.2","615","87","11","001","009507"],
["3829","254","32825","65046","36.5","1724","132","11","001","009508"],
["3485","224","30668","60036","35.6","1377","113","11","001","009509"],
["2211","226","16009","32794","34.9","880","88","11","001","009601"],
["3457","194","13416","23132","26.9","1656","107","11","001","009602"],
["3014","197","30651","39013","45.3","1800","113","11","001","009603"],
["2108","234","28769","49141","48.1","1046","128","11","001","009604"],
["3371","210","17207","32404","29.8","1327","86","11","001","009700"],
["2159","243","14518","24531","26.4","936","113","11","001","009801"],
["1646","190","16813","26932","30.2","886","110","11","001","009802"],
["2733","199","16020","20772","32.8","1449","111","11","001","009803"],
["2778","309","19848","35819","29.9","1110","139","11","001","009804"],
["3043","220","27354","43657","39.2","1617","118","11","001","009807"],
["2676","130","16264","29840","26.9","1224","68","11","001","009810"],
["5018","251","13821","28681","28.7","2145","123","11","001","009811"],
["2563","224","42555","81134","47.9","1117","105","11","001","009901"],
["2780","188","28490","52727","41.8","1340","94","11","001","009902"],
["1828","175","26587","60574","39.8","775","75","11","001","009903"],
["2462","230","20328","33333","30.2","1290","130","11","001","009904"],
["2795","202","22873","43626","35.4","1378","97","11","001","009905"],
["1521","179","21972","46979","36.1","777","99","11","001","009906"],
["2890","159","17049","24735","31.0","1239","76","11","001","009907"],
["2624","231","76743","90625","35.9","2051","171","11","001","010100"],
["2537","230","62999","100670","36.8","1568","149","11","001","010200"],
["3462","281","30413","60911","39.9","1301","119","11","001","010300"],
["4474","289","19384","35417","35.4","1798","104","11","001","010400"],
["3418","202","58591","69063","35.9","2322","132","11","001","010500"],
["5783","533","59292","104688","30.8","2890","271","11","001","010600"],
["1821","204","58870","71458","28.8","1282","131","11","001","010700"],
["6289","908","9861","35129","20.1","1100","112","11","001","010800"],
["4275","295","12968","33698","22.7","1448","110","11","001","010900"],
["3552","190","69090","82548","47.0","2582","130","11","001","011000"],
["5490","498","30431","68750","41.7","1888","165","11","001","011100"]]
