[["B01003_001E","B00001_001E","B19301_001E","B19013_001E","B01002_001E","B25001_001E","B00002_001E","state","county","tract","block group"],
["1821","135","61327","101486","37.0","798","63","11","001","001702","1"],
["1154","109","45365","77727","48.2","534","48","11","001","001702","2"],
["1371","117","51630","69091","42.8","572","51","11","001","001803","1"],
["2559","175","24761","45389","33.7","1097","84","11","001","001803","2"],
["1232","77","32844","45882","47.2","634","40","11","001","001804","1"],
["1634","110","22235","54625","39.1","567","39","11","001","001804","2"],
["2710","151","25155","46172","33.2","1038","64","11","001","001804","3"],
["1112","74","27460","75750","30.8","471","36","11","001","001901","1"],
["1048","79","31180","73382","34.4","413","36","11","001","001901","2"],
["830","87","35514","72798","49.1","510","43","11","001","001901","3"],
["811","68","29053","73542","37.4","274","27","11","001","001901","4"],
["1566","189","35694","98558","40.7","534","73","11","001","001902","1"],
["679","86","48504","88929","49.8","336","44","11","001","001902","2"],
["1203","142","25645","41944","42.0","546","63","11","001","002001","1"],
["1437","157","55800","128750","43.2","489","58","11","001","002001","2"],
["1022","88","42929","83068","42.2","321","29","11","001","002002","1"],
["1535","105","26514","34740","39.0","686","42","11","001","002002","2"],
["1312","111","46410","88750","45.0","456","41","11","001","002002","3"],
["1327","72","30996","38729","36.8","670","35","11","001","002101","1"],
["975","48","27037","56938","38.9","480","24","11","001","002101","2"],
["1279","73","29571","59958","43.3","542","33","11","001","002101","3"],
["887","38","23277","45917","33.0","337","18","11","001","002101","4"],
["1245","51","18169","34500","30.7","280","14","11","001","002101","5"],
["1012","68","32166","66667","29.6","369","34","11","001","002102","1"],
["535","46","29978","33614","52.0","382","32","11","001","002102","2"],
["1232","68","37159","74213","39.9","498","29","11","001","002102","3"],
["802","58","26921","40938","38.8","364","27","11","001","002102","4"],
["757","52","32931","42188","37.4","329","23","11","001","002102","5"],
["630","47","32641","41250","35.5","321","23","11","001","002102","6"],
["1331","83","37650","95870","29.4","428","33","11","001","002201","1"],
["1667","113","28569","69286","38.4","482","41","11","001","002201","2"],
["738","59","23617","42083","45.2","289","25","11","001","002201","3"],
["1946","106","24887","42468","31.5","726","47","11","001","002202","1"],
["1090","65","25769","55500","32.5","375","29","11","001","002202","2"],
["929","82","33409","73125","33.8","380","31","11","001","002202","3"],
["1230","121","44228","84063","39.7","405","47","11","001","002301","1"],
["2031","166","32613","61442","39.9","782","73","11","001","002301","2"],
["1841","159","37797","61458","47.0","1193","79","11","001","002302","1"],
["628","64","43961","56204","39.9","334","30","11","001","002400","1"],
["1384","104","40722","61944","39.5","444","37","11","001","002400","2"],
["1135","77","39369","104931","30.5","331","24","11","001","002400","3"],
["1135","103","38490","106477","34.5","331","34","11","001","002400","4"],
["1236","76","17414","19485","37.1","535","37","11","001","002501","1"],
["1512","133","51165","89805","36.3","522","47","11","001","002501","2"],
["1118","54","57510","41509","36.4","554","31","11","001","002502","1"],
["1165","70","38681","61815","35.2","561","35","11","001","002502","2"],
["2062","77","25351","91625","32.6","461","25","11","001","002502","3"],
["1734","73","41494","65865","35.9","1013","45","11","001","002502","4"],
["1179","148","64364","122750","44.6","492","65","11","001","002600","1"],
["1354","181","65343","160179","48.5","543","73","11","001","002600","2"],
["1027","45","49289","85886","32.9","510","21","11","001","002701","1"],
["1872","129","57345","102955","33.9","856","52","11","001","002701","2"],
["826","49","74154","166469","44.4","339","22","11","001","002701","3"],
["1756","79","32304","38678","30.9","1162","56","11","001","002701","4"],
["1964","91","38397","71431","30.9","918","44","11","001","002702","1"],
["2308","154","59270","140357","33.0","958","61","11","001","002702","2"],
["1583","81","47806","90547","34.3","558","36","11","001","002702","3"],
["1185","101","40540","75714","34.1","663","61","11","001","002801","1"],
["3208","217","19666","42311","29.8","1244","79","11","001","002801","2"],
["2588","216","43393","91544","30.1","884","79","11","001","002900","2"],
["2781","197","35441","56887","30.7","1294","103","11","001","002802","1"],
["2246","155","24809","53063","28.8","848","73","11","001","002802","2"],
["2280","173","40696","74861","30.9","893","78","11","001","002900","1"],
["1740","157","51622","81146","31.1","838","80","11","001","003000","1"],
["1920","150","30645","36335","28.6","765","67","11","001","003000","2"],
["3355","218","32937","71774","32.6","1249","94","11","001","003100","1"],
["1024","72","27691","73182","36.7","296","22","11","001","003200","1"],
["923","63","29862","41864","34.6","510","35","11","001","003200","2"],
["1696","109","35342","68631","31.9","672","44","11","001","003200","3"],
["1138","97","30810","85511","30.8","440","38","11","001","003200","4"],
["1302","98","40976","99135","33.2","477","40","11","001","003301","1"],
["1159","82","62705","93088","29.9","607","44","11","001","003301","2"],
["975","82","70430","96583","32.3","540","47","11","001","003301","3"],
["1296","148","41494","83981","34.1","551","67","11","001","003302","1"],
["985","124","56026","107500","33.6","466","63","11","001","003302","2"],
["1508","138","30557","53043","28.8","508","36","11","001","003400","1"],
["3160","312","24169","103056","20.3","887","63","11","001","003400","2"],
["1679","171","36152","95030","32.1","575","67","11","001","003500","1"],
["3280","330","14660","27105","21.7","652","73","11","001","003500","2"],
["1756","85","62796","101691","33.0","862","43","11","001","003600","1"],
["1293","85","44031","50750","32.7","737","37","11","001","003600","2"],
["1664","73","51391","98672","32.6","682","34","11","001","003600","3"],
["1618","78","46784","85000","30.1","715","38","11","001","003700","1"],
["2281","138","28865","48750","25.4","1079","51","11","001","003700","2"],
["1717","78","41331","72907","32.3","814","43","11","001","003700","3"],
["2521","118","61753","114199","31.6","1197","57","11","001","003800","1"],
["1709","94","68528","82455","33.9","1107","59","11","001","003800","2"],
["878","43","36075","55556","37.3","526","29","11","001","003800","3"],
["1437","74","55417","84531","32.2","913","48","11","001","003900","1"],
["1033","68","70745","77226","37.2","719","42","11","001","003900","2"],
["1198","74","66275","80625","30.4","747","42","11","001","003900","3"],
["783","43","65887","96333","38.7","516","26","11","001","003900","4"],
["1434","74","73340","91381","29.2","769","43","11","001","004001","1"],
["533","35","126514","143654","45.5","380","25","11","001","004001","2"],
["1940","96","85447","109977","38.7","1240","63","11","001","004001","3"],
["539","47","70437","82308","36.8","428","36","11","001","004002","1"],
["1590","160","75643","103008","34.0","1052","103","11","001","004002","2"],
["684","70","69506","90500","33.7","440","46","11","001","004002","3"],
["1251","119","107876","118158","43.6","984","83","11","001","004100","1"],
["636","58","76703","104375","45.4","402","35","11","001","004100","2"],
["723","75","132432","153500","55.5","369","40","11","001","004100","3"],
["1656","101","65209","80321","31.6","1074","67","11","001","004201","1"],
["1986","124","87874","114352","30.9","1038","71","11","001","004201","2"],
["1342","142","76588","91023","31.7","889","81","11","001","004202","1"],
["1418","144","71798","87212","31.9","967","90","11","001","004202","2"],
["1957","142","57053","72361","35.3","1284","96","11","001","004300","1"],
["1524","96","65141","102713","34.6","809","52","11","001","004300","2"],
["3447","185","78962","129375","33.4","1911","109","11","001","004400","1"],
["2108","113","73374","134315","31.3","785","44","11","001","004400","2"],
["1257","76","45697","95556","34.4","577","40","11","001","004600","1"],
["1670","123","54350","91250","31.9","837","67","11","001","004600","2"],
["1211","42","22615","17125","41.7","564","21","11","001","004701","1"],
["2772","127","40525","42738","31.3","1783","80","11","001","004701","2"],
["2285","281","56964","79833","31.7","1253","152","11","001","004702","1"],
["2138","189","49397","99808","36.6","1145","97","11","001","004801","1"],
["1209","102","77207","113438","33.9","781","67","11","001","004802","1"],
["2104","140","28776","34388","32.7","944","69","11","001","004802","2"],
["1358","134","23866","27500","28.8","570","59","11","001","004901","1"],
["1155","153","51195","80096","33.8","538","70","11","001","004901","2"],
["713","46","26442","25179","31.7","327","24","11","001","004902","1"],
["2046","177","74041","118406","32.5","1230","108","11","001","004902","2"],
["959","84","106144","134694","32.0","434","45","11","001","005001","1"],
["1133","120","84463","127689","45.2","585","61","11","001","005001","2"],
["1657","75","42200","39250","42.8","1180","54","11","001","005002","1"],
["1796","95","89187","112833","34.0","1162","64","11","001","005002","2"],
["1263","42","57555","81125","29.6","629","28","11","001","005002","3"],
["1219","56","49160","71338","36.3","810","41","11","001","005002","4"],
["2228","88","76552","71606","30.4","1828","69","11","001","005201","1"],
["1494","64","99183","125750","31.6","1059","43","11","001","005201","2"],
["727","34","91054","101100","30.7","584","27","11","001","005201","3"],
["1376","63","113616","111990","33.7","1033","46","11","001","005201","4"],
["1053","61","73644","114609","30.4","632","38","11","001","005301","1"],
["1419","78","85772","117663","31.4","870","52","11","001","005301","2"],
["1264","88","66439","67625","35.4","1106","62","11","001","005301","3"],
["1542","80","85506","101500","31.4","1090","58","11","001","005301","4"],
["656","35","85419","114929","30.9","527","21","11","001","005500","1"],
["2296","84","115887","118716","35.6","1790","63","11","001","005500","2"],
["1837","64","118246","83750","31.2","1314","46","11","001","005500","3"],
["1619","138","114120","54542","66.9","1305","63","11","001","005600","2"],
["1073","70","45523","54148","35.7","762","23","11","001","005500","4"],
["646","27","84121","80962","29.6","546","23","11","001","005500","5"],
["1779","106","55615","51979","28.3","1498","74","11","001","005600","1"],
["1791","114","36460","89464","21.9","727","33","11","001","005600","3"],
["1288","86","70988","101989","35.1","821","35","11","001","005600","4"],
["888","93","132192","136250","42.6","922","81","11","001","005800","1"],
["1809","180","89986","111250","36.1","1210","118","11","001","005800","2"],
["3043","299","55518","95714","28.9","1631","144","11","001","005900","1"],
["0","0","-666666666","-666666666","-666666666.0","0","0","11","001","006202","1"],
["1014","92","16136","16905","45.0","588","58","11","001","006400","1"],
["972","79","12802","23679","27.5","563","46","11","001","006400","2"],
["959","89","69202","93705","31.8","746","61","11","001","006500","1"],
["1456","147","87077","152656","37.4","755","78","11","001","006500","2"],
["1932","207","106184","159659","38.5","1120","107","11","001","006600","1"],
["1256","114","79937","131000","39.8","588","54","11","001","006700","1"],
["1269","118","79842","131875","37.8","601","59","11","001","006700","2"],
["1432","119","95080","147813","37.1","730","62","11","001","006700","3"],
["1373","162","40066","70938","33.9","623","84","11","001","006801","1"],
["705","95","45940","87019","32.7","296","47","11","001","006801","2"],
["783","110","54614","106544","35.8","362","53","11","001","006802","1"],
["1484","199","47161","104423","39.5","656","92","11","001","006802","2"],
["3008","464","4990","-666666666","33.9","0","0","11","001","006804","1"],
["1404","124","71598","83125","41.8","949","78","11","001","006900","1"],
["744","74","73182","157813","37.3","283","28","11","001","006900","2"],
["1413","128","77470","135917","34.3","768","70","11","001","007000","1"],
["1316","153","51564","89375","30.0","523","48","11","001","007000","2"],
["745","48","32227","60121","34.3","307","23","11","001","007100","1"],
["2590","213","41862","72756","33.0","1105","97","11","001","007100","2"],
["3109","243","62777","114896","30.8","1670","144","11","001","007200","1"],
["1138","93","49703","44911","32.5","639","55","11","001","007200","2"],
["3602","398","24671","66094","21.9","1105","103","11","001","007301","1"],
["2655","197","16174","24423","28.1","893","69","11","001","007304","1"],
["658","55","17565","38889","37.1","325","27","11","001","007304","2"],
["327","26","22610","41250","50.8","216","17","11","001","007304","3"],
["1340","128","10210","14233","26.6","550","57","11","001","007401","1"],
["1108","120","8124","16250","22.3","501","55","11","001","007401","2"],
["3328","187","12271","28149","25.4","1182","77","11","001","007403","1"],
["2371","109","12507","27754","20.6","918","49","11","001","007404","1"],
["1063","55","13162","39412","25.4","268","17","11","001","007404","2"],
["313","16","13547","26818","19.6","292","17","11","001","007404","3"],
["2205","119","13563","40556","25.2","656","41","11","001","007406","1"],
["924","58","8835","15048","20.6","454","33","11","001","007406","2"],
["945","59","16819","40708","26.6","351","28","11","001","007407","1"],
["2005","127","23316","33843","31.6","996","72","11","001","007407","2"],
["3357","287","11140","23879","28.5","1293","106","11","001","007408","1"],
["1126","59","14015","34153","34.7","482","31","11","001","007409","1"],
["918","74","27504","27656","28.6","460","41","11","001","007409","2"],
["1804","88","14308","34412","22.9","680","39","11","001","007409","3"],
["3458","206","17423","26047","26.1","1101","68","11","001","007502","1"],
["1814","117","14266","15947","33.3","856","62","11","001","007502","2"],
["744","81","23626","44879","36.3","363","43","11","001","007503","1"],
["1868","182","10319","22308","21.5","709","77","11","001","007503","2"],
["2530","174","15603","18529","26.4","1339","99","11","001","007504","1"],
["538","28","27063","36768","36.8","461","22","11","001","007601","1"],
["360","25","37934","48021","62.6","322","21","11","001","007601","2"],
["1517","93","32817","50950","47.7","631","40","11","001","007601","3"],
["604","29","16940","25372","29.2","494","24","11","001","007601","4"],
["859","44","25142","62337","51.9","418","24","11","001","007601","5"],
["1140","49","30437","37091","51.3","910","34","11","001","007603","1"],
["599","26","78979","91025","48.7","559","20","11","001","007603","2"],
["744","45","38465","125060","48.4","244","18","11","001","007603","3"],
["1149","34","27784","47901","51.0","601","21","11","001","007603","4"],
["977","76","30114","47656","40.4","560","44","11","001","007604","1"],
["1638","133","39716","83796","46.4","767","68","11","001","007604","2"],
["1191","72","27255","46477","37.2","661","45","11","001","007604","3"],
["776","73","29888","75655","45.7","308","30","11","001","007605","1"],
["2238","150","25651","47596","41.5","1222","86","11","001","007605","2"],
["521","40","15647","18750","34.3","337","25","11","001","007605","3"],
["773","38","33884","38690","50.0","488","22","11","001","007703","1"],
["898","31","22811","37353","39.5","505","19","11","001","007703","2"],
["2728","104","10833","21144","22.8","1157","45","11","001","007703","3"],
["484","22","39511","27875","24.5","312","14","11","001","007703","4"],
["2965","184","15192","33419","27.6","1216","84","11","001","007707","1"],
["1427","117","32444","60313","39.0","599","57","11","001","007707","2"],
["1337","74","16233","29635","30.0","583","35","11","001","007708","1"],
["1460","108","17252","26250","40.9","743","52","11","001","007708","2"],
["959","96","19742","31685","50.8","698","62","11","001","007709","1"],
["811","72","27228","44318","34.8","446","37","11","001","007709","2"],
["1290","79","19642","22013","42.6","823","50","11","001","007803","4"],
["805","48","22646","49632","35.4","393","23","11","001","007803","1"],
["488","43","26233","40938","51.6","254","22","11","001","007803","2"],
["423","38","23574","58966","45.1","156","13","11","001","007803","3"],
["957","83","19276","48750","44.8","351","22","11","001","007804","1"],
["1032","65","21266","32014","28.4","540","31","11","001","007804","2"],
["1306","83","23362","51696","45.7","479","31","11","001","007804","3"],
["1008","116","20464","27708","44.4","529","59","11","001","007806","1"],
["1108","96","22048","39194","37.5","555","53","11","001","007806","2"],
["1374","154","18322","34924","33.7","559","62","11","001","007807","1"],
["846","90","31096","24367","43.2","415","44","11","001","007807","2"],
["2406","97","21921","48750","28.2","709","37","11","001","007808","1"],
["889","55","21263","39318","44.5","566","38","11","001","007808","2"],
["1029","48","12765","31607","22.0","344","21","11","001","007808","3"],
["1641","117","19837","35117","36.2","982","65","11","001","007809","1"],
["1023","79","23451","51429","41.6","382","29","11","001","007809","2"],
["255","19","23625","33889","32.7","166","14","11","001","007901","1"],
["1187","77","27193","44457","41.0","520","38","11","001","007901","2"],
["1567","102","26762","42050","33.7","611","49","11","001","007901","3"],
["1008","71","29834","31964","31.2","492","39","11","001","007901","4"],
["1692","214","27540","46638","38.6","916","123","11","001","007903","1"],
["1090","69","57450","110506","38.0","475","32","11","001","008001","1"],
["1143","112","64077","102188","36.9","601","59","11","001","008001","2"],
["788","67","64334","167955","32.8","317","28","11","001","008001","3"],
["1359","121","56480","91212","38.6","684","60","11","001","008002","1"],
["2326","217","58821","120278","34.4","957","92","11","001","008002","2"],
["731","72","66976","121429","36.1","352","34","11","001","008100","1"],
["1538","122","65803","124821","35.5","631","58","11","001","008100","2"],
["946","86","82123","124167","31.0","523","44","11","001","008100","3"],
["628","71","81902","101250","45.8","416","45","11","001","008200","1"],
["2425","242","66589","94207","27.3","1163","96","11","001","008200","2"],
["1096","111","69324","144000","34.9","502","50","11","001","008301","1"],
["1395","122","67632","129659","30.4","589","55","11","001","008301","2"],
["2392","335","57161","110250","31.8","1026","143","11","001","008302","1"],
["1005","80","52890","96016","39.2","484","41","11","001","008402","1"],
["1006","90","48568","62426","43.6","710","64","11","001","008402","2"],
["1480","186","42321","107662","32.2","617","84","11","001","008410","1"],
["1210","149","49775","76875","36.7","536","66","11","001","008701","1"],
["1149","124","28004","54762","39.0","462","59","11","001","008701","2"],
["1138","123","25969","65000","33.5","484","57","11","001","008702","1"],
["623","68","35084","29276","45.8","353","38","11","001","008702","2"],
["531","44","31472","59602","41.5","305","25","11","001","008802","1"],
["1342","103","22736","30234","35.6","710","56","11","001","008802","2"],
["1326","113","31986","67132","36.6","498","45","11","001","008802","3"],
["1357","99","29088","42969","43.7","570","43","11","001","008802","4"],
["1931","249","11653","15313","24.1","655","68","11","001","008803","1"],
["1042","78","26010","52208","32.7","577","38","11","001","008804","1"],
["1634","104","20423","26660","40.5","881","58","11","001","008804","2"],
["2085","117","26216","41875","41.3","1045","64","11","001","008903","1"],
["1280","63","12369","24482","28.3","575","30","11","001","008903","2"],
["2097","139","21275","30417","40.3","1285","91","11","001","008904","1"],
["1036","71","23612","33938","42.3","619","46","11","001","008904","2"],
["1500","103","35195","22147","51.9","927","72","11","001","009000","1"],
["1479","119","30060","38047","55.6","910","81","11","001","009000","2"],
["1003","68","24810","57237","27.7","418","33","11","001","009102","1"],
["1965","157","27377","44766","35.5","938","75","11","001","009102","2"],
["2285","141","14856","30156","22.7","673","52","11","001","009102","3"],
["1877","244","33502","52279","33.1","708","79","11","001","009201","1"],
["1178","76","24283","47782","30.5","367","25","11","001","009203","1"],
["1594","107","44314","88000","28.5","926","61","11","001","009203","2"],
["861","75","26251","50000","37.5","489","40","11","001","009204","1"],
["2102","129","12466","14714","30.5","994","72","11","001","009204","2"],
["671","44","39437","75833","51.0","252","19","11","001","009301","1"],
["894","90","43319","78333","41.6","316","28","11","001","009301","2"],
["811","49","31764","78125","41.6","347","22","11","001","009301","3"],
["981","64","38862","62396","33.3","299","24","11","001","009301","4"],
["1025","148","37997","63375","38.7","512","68","11","001","009302","1"],
["626","55","36578","64722","45.7","258","26","11","001","009400","1"],
["1364","78","44882","71250","37.8","681","46","11","001","009400","2"],
["1704","126","24309","66285","40.7","524","41","11","001","009400","3"],
["814","61","43633","93250","48.8","355","33","11","001","009400","4"],
["2574","141","17538","46875","29.8","806","56","11","001","009501","1"],
["989","46","14635","39688","26.2","419","25","11","001","009501","2"],
["3420","468","13004","40250","20.6","736","55","11","001","009501","3"],
["1625","128","34176","88158","46.8","639","59","11","001","009503","1"],
["793","74","27807","77500","50.4","284","24","11","001","009503","2"],
["844","60","30387","75972","35.9","364","27","11","001","009503","3"],
["1555","105","43817","61310","41.7","966","70","11","001","009504","1"],
["1515","141","29254","73214","57.6","452","40","11","001","009504","2"],
["1623","175","30070","53789","47.1","629","83","11","001","009507","1"],
["918","43","30496","72652","48.3","386","23","11","001","009505","1"],
["928","70","40019","71181","57.0","409","32","11","001","009505","2"],
["954","60","26055","59716","34.7","385","26","11","001","009505","3"],
["1016","74","33233","48659","34.6","578","45","11","001","009508","1"],
["1241","101","31178","65417","41.6","607","52","11","001","009508","2"],
["1427","76","29223","65813","35.0","561","36","11","001","009508","3"],
["1732","80","29153","85048","35.8","578","36","11","001","009509","1"],
["833","75","29714","68172","40.9","413","41","11","001","009509","2"],
["752","61","38431","56000","32.7","387","32","11","001","009509","3"],
["2182","206","19729","26607","36.8","848","82","11","001","009601","1"],
["1522","104","13769","23906","28.2","749","54","11","001","009602","1"],
["1632","81","14563","22839","27.0","894","51","11","001","009602","2"],
["1494","97","32838","44160","49.3","806","55","11","001","009603","1"],
["406","38","37378","55972","39.0","244","22","11","001","009603","2"],
["999","60","21456","26726","41.3","657","38","11","001","009603","3"],
["1102","121","28513","43346","49.2","647","79","11","001","009604","1"],
["948","95","27506","54779","48.0","390","44","11","001","009604","2"],
["2367","134","18600","33841","34.3","1001","63","11","001","009700","1"],
["670","51","23394","54375","36.3","326","20","11","001","009700","2"],
["1925","195","15116","26389","28.2","942","101","11","001","009801","1"],
["624","60","6052","11458","20.1","347","37","11","001","009802","1"],
["923","94","23353","42031","40.1","524","56","11","001","009802","2"],
["960","69","13029","21667","26.6","435","30","11","001","009803","1"],
["953","57","14793","34028","33.1","462","32","11","001","009803","2"],
["885","76","16593","16758","50.3","532","45","11","001","009803","3"],
["1560","161","22371","43676","27.3","677","79","11","001","009804","1"],
["958","96","25470","39375","40.5","405","46","11","001","009804","2"],
["753","56","19709","39583","46.6","315","27","11","001","009807","1"],
["2475","172","24486","39814","36.4","1332","94","11","001","009807","2"],
["1426","64","14051","31667","22.0","583","34","11","001","009810","1"],
["1069","63","18044","24025","28.7","628","29","11","001","009810","2"],
["1781","78","12690","25417","25.2","874","44","11","001","009811","1"],
["2964","149","14136","31134","29.7","1247","65","11","001","009811","2"],
["723","65","44410","79632","47.2","327","30","11","001","009901","1"],
["1513","138","45328","86563","53.7","785","71","11","001","009901","2"],
["1124","76","27771","47955","49.5","555","38","11","001","009902","1"],
["1706","103","23466","41140","41.9","792","52","11","001","009902","2"],
["1249","102","22567","60368","31.8","515","43","11","001","009903","1"],
["519","57","38182","68571","51.2","273","30","11","001","009903","2"],
["598","64","18292","38516","40.1","420","41","11","001","009904","1"],
["1573","123","18080","32113","28.2","860","75","11","001","009904","2"],
["1148","90","21411","36727","35.3","568","42","11","001","009905","1"],
["700","48","24715","57167","35.0","372","27","11","001","009905","2"],
["915","80","15324","43042","27.4","436","34","11","001","009905","3"],
["1519","157","19940","43929","37.4","763","86","11","001","009906","1"],
["747","46","24486","34659","40.5","295","22","11","001","009907","1"],
["2095","123","13728","23665","27.9","921","60","11","001","009907","2"],
["1712","146","76091","98958","37.8","1432","109","11","001","010100","1"],
["731","69","61121","61250","35.2","639","57","11","001","010100","2"],
["1043","98","65934","103857","41.8","582","57","11","001","010200","1"],
["1500","120","60310","84821","33.3","1019","90","11","001","010200","2"],
["922","86","43002","100789","36.5","287","27","11","001","010300","1"],
["1221","84","30955","71728","40.9","531","43","11","001","010300","2"],
["1304","94","21956","40441","45.6","497","40","11","001","010300","3"],
["2064","103","18113","41563","30.0","677","40","11","001","010400","1"],
["2366","191","18512","34400","40.0","1129","69","11","001","010400","2"],
["1521","88","41021","39241","38.5","978","50","11","001","010500","1"],
["1906","113","75181","98891","35.5","1352","79","11","001","010500","2"],
["1029","75","27445","49063","26.6","405","31","11","001","010600","1"],
["3281","288","56829","94022","30.4","1776","166","11","001","010600","2"],
["809","75","34136","81161","37.5","285","25","11","001","010600","3"],
["886","100","53731","56346","27.7","514","47","11","001","010700","1"],
["972","102","60845","81146","29.9","801","79","11","001","010700","2"],
["1609","214","8604","27440","20.0","232","18","11","001","010800","1"],
["2325","325","8885","24432","19.6","511","59","11","001","010800","2"],
["2362","316","10505","64875","20.7","315","31","11","001","010800","3"],
["1982","108","14709","29509","23.6","757","53","11","001","010900","1"],
["2150","146","9577","37404","22.9","661","52","11","001","010900","2"],
["586","24","42449","99363","32.9","215","11","11","001","011000","1"],
["670","53","87709","111367","51.9","671","33","11","001","011000","2"],
["624","34","83766","81987","48.7","521","25","11","001","011000","3"],
["1498","84","71699","80634","49.3","1133","63","11","001","011000","4"],
["1743","125","33165","70568","40.1","638","52","11","001","011100","1"],
["1848","161","33688","59714","36.9","689","67","11","001","011100","2"],
["1492","187","22664","39628","52.0","571","46","11","001","011100","3"],
["1405","75","110465","142279","34.9","742","39","11","001","000100","1"],
["1362","76","89693","121648","35.2","895","50","11","001","000100","2"],
["1245","73","153291","213750","42.2","546","31","11","001","000100","3"],
["1172","65","124148","241314","36.8","645","32","11","001","000100","4"],
["3844",null,"2651","-666666666","19.6","4",null,"11","001","000201","1"],
["1168","107","90759","185000","26.0","482","50","11","001","000202","1"],
["790","67","117374","188854","45.4","343","32","11","001","000202","2"],
["915","83","74184","77401","28.2","419","38","11","001","000202","3"],
["1678","184","53793","109167","21.6","727","44","11","001","000202","4"],
["1383","76","66964","151696","29.7","590","33","11","001","000300","1"],
["1479","86","59970","81042","35.4","825","47","11","001","000300","2"],
["1264","67","81748","127059","44.4","683","38","11","001","000300","3"],
["1953","94","77629","183398","28.9","649","37","11","001","000300","4"],
["598","84","145908","250001","51.8","230","34","11","001","000400","1"],
["929","128","139892","124750","44.1","467","63","11","001","000400","2"],
